conflict_id,class_pair,direction,content_identifier,content_index,content_label_index,content_class,style_identifier,style_index,style_label_index,style_class,style_strength,output_file,review_status,rejection_reason
shape_horse_texture_monkey_022,horse__monkey,horse_shape__monkey_texture,test_03962,3962,6,horse,test_03288,3288,7,monkey,0.8,Data/task1_cache/cue_conflicts/candidates/shape_horse_texture_monkey_022.png,accepted,
shape_horse_texture_monkey_023,horse__monkey,horse_shape__monkey_texture,test_01534,1534,6,horse,test_06650,6650,7,monkey,0.8,Data/task1_cache/cue_conflicts/candidates/shape_horse_texture_monkey_023.png,accepted,
shape_horse_texture_monkey_024,horse__monkey,horse_shape__monkey_texture,test_04746,4746,6,horse,test_01287,1287,7,monkey,0.8,Data/task1_cache/cue_conflicts/candidates/shape_horse_texture_monkey_024.png,accepted,
shape_horse_texture_monkey_025,horse__monkey,horse_shape__monkey_texture,test_03418,3418,6,horse,test_00323,323,7,monkey,0.8,Data/task1_cache/cue_conflicts/candidates/shape_horse_texture_monkey_025.png,accepted,
shape_horse_texture_monkey_026,horse__monkey,horse_shape__monkey_texture,test_01667,1667,6,horse,test_04172,4172,7,monkey,0.8,Data/task1_cache/cue_conflicts/candidates/shape_horse_texture_monkey_026.png,accepted,
shape_horse_texture_monkey_027,horse__monkey,horse_shape__monkey_texture,test_05858,5858,6,horse,test_01956,1956,7,monkey,0.8,Data/task1_cache/cue_conflicts/candidates/shape_horse_texture_monkey_027.png,accepted,
shape_horse_texture_monkey_028,horse__monkey,horse_shape__monkey_texture,test_07996,7996,6,horse,test_01296,1296,7,monkey,0.8,Data/task1_cache/cue_conflicts/candidates/shape_horse_texture_monkey_028.png,accepted,
shape_horse_texture_monkey_029,horse__monkey,horse_shape__monkey_texture,test_05729,5729,6,horse,test_01473,1473,7,monkey,0.8,Data/task1_cache/cue_conflicts/candidates/shape_horse_texture_monkey_029.png,accepted,
shape_monkey_texture_horse_000,horse__monkey,monkey_shape__horse_texture,test_04704,4704,7,monkey,test_00920,920,6,horse,0.8,Data/task1_cache/cue_conflicts/candidates/shape_monkey_texture_horse_000.png,rejected,shape is distorted
shape_monkey_texture_horse_001,horse__monkey,monkey_shape__horse_texture,test_00370,370,7,monkey,test_03418,3418,6,horse,0.8,Data/task1_cache/cue_conflicts/candidates/shape_monkey_texture_horse_001.png,accepted,
shape_monkey_texture_horse_002,horse__monkey,monkey_shape__horse_texture,test_01579,1579,7,monkey,test_07726,7726,6,horse,0.8,Data/task1_cache/cue_conflicts/candidates/shape_monkey_texture_horse_002.png,accepted,
shape_monkey_texture_horse_003,horse__monkey,monkey_shape__horse_texture,test_07835,7835,7,monkey,test_05857,5857,6,horse,0.8,Data/task1_cache/cue_conflicts/candidates/shape_monkey_texture_horse_003.png,rejected,shape is distorted
shape_monkey_texture_horse_004,horse__monkey,monkey_shape__horse_texture,test_06726,6726,7,monkey,test_07338,7338,6,horse,0.8,Data/task1_cache/cue_conflicts/candidates/shape_monkey_texture_horse_004.png,accepted,
shape_monkey_texture_horse_005,horse__monkey,monkey_shape__horse_texture,test_01440,1440,7,monkey,test_00890,890,6,horse,0.8,Data/task1_cache/cue_conflicts/candidates/shape_monkey_texture_horse_005.png,accepted,
shape_monkey_texture_horse_006,horse__monkey,monkey_shape__horse_texture,test_04661,4661,7,monkey,test_06713,6713,6,horse,0.8,Data/task1_cache/cue_conflicts/candidates/shape_monkey_texture_horse_006.png,accepted,
shape_monkey_texture_horse_007,horse__monkey,monkey_shape__horse_texture,test_01884,1884,7,monkey,test_00873,873,6,horse,0.8,Data/task1_cache/cue_conflicts/candidates/shape_monkey_texture_horse_007.png,rejected,shape is distorted
shape_monkey_texture_horse_008,horse__monkey,monkey_shape__horse_texture,test_04748,4748,7,monkey,test_03494,3494,6,horse,0.8,Data/task1_cache/cue_conflicts/candidates/shape_monkey_texture_horse_008.png,accepted,
shape_monkey_texture_horse_009,horse__monkey,monkey_shape__horse_texture,test_05450,5450,7,monkey,test_05729,5729,6,horse,0.8,Data/task1_cache/cue_conflicts/candidates/shape_monkey_texture_horse_009.png,accepted,
shape_monkey_texture_horse_010,horse__monkey,monkey_shape__horse_texture,test_05977,5977,7,monkey,test_03777,3777,6,horse,0.8,Data/task1_cache/cue_conflicts/candidates/shape_monkey_texture_horse_010.png,rejected,shape is distorted
shape_monkey_texture_horse_011,horse__monkey,monkey_shape__horse_texture,test_04172,4172,7,monkey,test_04411,4411,6,horse,0.8,Data/task1_cache/cue_conflicts/candidates/shape_monkey_texture_horse_011.png,accepted,
shape_monkey_texture_horse_012,horse__monkey,monkey_shape__horse_texture,test_07270,7270,7,monkey,test_03292,3292,6,horse,0.8,Data/task1_cache/cue_conflicts/candidates/shape_monkey_texture_horse_012.png,rejected,shape is distorted
shape_monkey_texture_horse_013,horse__monkey,monkey_shape__horse_texture,test_05719,5719,7,monkey,test_02003,2003,6,horse,0.8,Data/task1_cache/cue_conflicts/candidates/shape_monkey_texture_horse_013.png,accepted,
shape_monkey_texture_horse_014,horse__monkey,monkey_shape__horse_texture,test_03542,3542,7,monkey,test_02676,2676,6,horse,0.8,Data/task1_cache/cue_conflicts/candidates/shape_monkey_texture_horse_014.png,accepted,
shape_monkey_texture_horse_015,horse__monkey,monkey_shape__horse_texture,test_04308,4308,7,monkey,test_03191,3191,6,horse,0.8,Data/task1_cache/cue_conflicts/candidates/shape_monkey_texture_horse_015.png,rejected,shape is distorted
shape_monkey_texture_horse_016,horse__monkey,monkey_shape__horse_texture,test_01771,1771,7,monkey,test_07779,7779,6,horse,0.8,Data/task1_cache/cue_conflicts/candidates/shape_monkey_texture_horse_016.png,rejected,shape is distorted
shape_monkey_texture_horse_017,horse__monkey,monkey_shape__horse_texture,test_01927,1927,7,monkey,test_07600,7600,6,horse,0.8,Data/task1_cache/cue_conflicts/candidates/shape_monkey_texture_horse_017.png,accepted,
shape_monkey_texture_horse_018,horse__monkey,monkey_shape__horse_texture,test_01032,1032,7,monkey,test_05408,5408,6,horse,0.8,Data/task1_cache/cue_conflicts/candidates/shape_monkey_texture_horse_018.png,rejected,shape is distorted
shape_monkey_texture_horse_019,horse__monkey,monkey_shape__horse_texture,test_01711,1711,7,monkey,test_04341,4341,6,horse,0.8,Data/task1_cache/cue_conflicts/candidates/shape_monkey_texture_horse_019.png,accepted,
shape_monkey_texture_horse_020,horse__monkey,monkey_shape__horse_texture,test_06772,6772,7,monkey,test_03844,3844,6,horse,0.8,Data/task1_cache/cue_conflicts/candidates/shape_monkey_texture_horse_020.png,rejected,shape is distorted
shape_monkey_texture_horse_021,horse__monkey,monkey_shape__horse_texture,test_02668,2668,7,monkey,test_00449,449,6,horse,0.8,Data/task1_cache/cue_conflicts/candidates/shape_monkey_texture_horse_021.png,accepted,
shape_monkey_texture_horse_022,horse__monkey,monkey_shape__horse_texture,test_02746,2746,7,monkey,test_00545,545,6,horse,0.8,Data/task1_cache/cue_conflicts/candidates/shape_monkey_texture_horse_022.png,accepted,
shape_monkey_texture_horse_023,horse__monkey,monkey_shape__horse_texture,test_06084,6084,7,monkey,test_00929,929,6,horse,0.8,Data/task1_cache/cue_conflicts/candidates/shape_monkey_texture_horse_023.png,accepted,
shape_monkey_texture_horse_024,horse__monkey,monkey_shape__horse_texture,test_01220,1220,7,monkey,test_00977,977,6,horse,0.8,Data/task1_cache/cue_conflicts/candidates/shape_monkey_texture_horse_024.png,accepted,
shape_monkey_texture_horse_025,horse__monkey,monkey_shape__horse_texture,test_03467,3467,7,monkey,test_04754,4754,6,horse,0.8,Data/task1_cache/cue_conflicts/candidates/shape_monkey_texture_horse_025.png,accepted,
shape_monkey_texture_horse_026,horse__monkey,monkey_shape__horse_texture,test_01473,1473,7,monkey,test_04011,4011,6,horse,0.8,Data/task1_cache/cue_conflicts/candidates/shape_monkey_texture_horse_026.png,accepted,
shape_monkey_texture_horse_027,horse__monkey,monkey_shape__horse_texture,test_06190,6190,7,monkey,test_03515,3515,6,horse,0.8,Data/task1_cache/cue_conflicts/candidates/shape_monkey_texture_horse_027.png,accepted,
shape_monkey_texture_horse_028,horse__monkey,monkey_shape__horse_texture,test_01296,1296,7,monkey,test_00964,964,6,horse,0.8,Data/task1_cache/cue_conflicts/candidates/shape_monkey_texture_horse_028.png,rejected,shape is distorted
shape_monkey_texture_horse_029,horse__monkey,monkey_shape__horse_texture,test_06650,6650,7,monkey,test_06381,6381,6,horse,0.8,Data/task1_cache/cue_conflicts/candidates/shape_monkey_texture_horse_029.png,accepted,
